ISBN,Title,FirstDate,LastDate
399159347,THE HUSBAND&#39;S SECRET,8/18/2013,10/26/2014
1101990260,THE WIDOW,3/6/2016,4/10/2016
374292086,WOLF IN WHITE VAN,10/5/2014,10/19/2014
670025194,JAMES MADISON,5/25/2014,4/10/2016
399157026,IN TOO DEEP,1/16/2011,Not Found
385344406,ICED,11/18/2012,Not Found
374281092,SOMEONE,9/29/2013,10/13/2013
399158448,THE PERIPHERAL,11/16/2014,11/23/2014
1594488843,DRIVE,1/17/2010,4/10/2016
399165274,THE KILL LIST,9/8/2013,9/15/2013
60548940,OUT OF OZ,11/20/2011,12/18/2011
1476783896,DREAMERS AND DECEIVERS,11/16/2014,4/10/2016
446548154,"WHEN I STOP TALKING, YOU&#39;LL KNOW I&#39;M DEAD",5/2/2010,4/10/2016
61791644,A-ROD,5/24/2009,4/10/2016
081299891X,TWO YEARS EIGHT MONTHS AND TWENTY-EIGHT NIGHTS,9/27/2015,10/11/2015
1451642229,GREEDY BASTARDS,1/29/2012,4/10/2016
977326411,HOW THE MIGHTY FALL,6/7/2009,4/10/2016
61961175,LOWCOUNTRY SUMMER,7/4/2010,7/18/2010
812992857,THE LOUDEST VOICE IN THE ROOM,2/2/2014,4/10/2016
425242099,KISS OF SNOW,6/19/2011,Not Found
006202423X,JESUS,3/30/2014,4/10/2016
345516532,UNDER THE WIDE AND STARRY SKY,2/9/2014,2/23/2014
743236718,FAR FROM THE TREE,12/2/2012,4/10/2016
1439114080,1944,10/11/2015,4/10/2016
61147958,HORNS,3/7/2010,3/21/2010
767927567,ESCAPE,6/8/2008,4/10/2016
547577532,THE PRAGUE CEMETERY,11/27/2011,12/4/2011
399159746,TWELVE DAYS,3/1/2015,3/15/2015
61766720,CRAZY FOR THE STORM,6/28/2009,4/10/2016
046502954X,STRATEGIC VISION,2/12/2012,4/10/2016
031258752X,A HEARTBEAT AWAY,3/6/2011,3/13/2011
307701220,REVOLUTIONARY SUMMER,6/23/2013,4/10/2016
553807242,LIVE TO TELL,8/1/2010,8/8/2010
1621573737,DIGITAL DESTINY,2/1/2015,Not Found
385348150,CURE,2/14/2016,4/10/2016
399155503,A DARKER PLACE,2/15/2009,3/1/2009
62067842,THE TEENAGE BRAIN,2/15/2015,4/10/2016
525952632,NIGHT WATCH,7/29/2012,8/5/2012
316043877,THE ISLAND,7/25/2010,8/1/2010
1416563709,THE LADY OF THE RIVERS,11/6/2011,11/13/2011
034551064X,A SUNLESS SEA,9/16/2012,Not Found
1594203768,PATRIARCH,12/2/2012,4/10/2016
1250049377,LANDLINE,7/27/2014,Not Found
61930237,TRADER OF SECRETS,6/19/2011,6/26/2011
62248472,BEYOND BELIEF,2/24/2013,4/10/2016
385343302,A SECRET AFFAIR,6/6/2010,Not Found
385344422,FEVERBORN,2/7/2016,Not Found
054705484X,INDIGNATION,10/5/2008,10/19/2008
006075401X,JOHN LENNON,11/16/2008,4/10/2016
802120237,BEASTLY THINGS,4/22/2012,4/29/2012
399165126,RIVER ROAD,1/26/2014,Not Found
1451626096,THE WHITE PRINCESS,8/11/2013,9/1/2013
1401324134,THE SECRET LIFE OF DAMIAN SPINELLI,4/24/2011,5/22/2011
399157050,NIGHT VISION,3/13/2011,3/27/2011
786963719,THE COMPANIONS,8/25/2013,9/1/2013
1594201927,THE ASCENT OF MONEY,12/7/2008,4/10/2016
553807218,THE GIRL WHO CHASED THE MOON,4/4/2010,Not Found
1400066034,SPIES OF THE BALKANS,7/4/2010,7/11/2010
525952020,SILENT MERCY,3/27/2011,4/3/2011
054784865X,CLEAN,4/21/2013,4/10/2016
805093389,IN A HEARTBEAT,8/1/2010,4/10/2016
030740515X,"CHURCHILL, HITLER, AND THE UNNECESSARY WAR",6/15/2008,4/10/2016
399159495,ROBERT B. PARKER&#39;S FOOL ME TWICE,9/30/2012,10/14/2012
399170847,ROBERT B. PARKER&#39;S KICKBACK,6/7/2015,6/14/2015
62120395,THE SON,6/16/2013,8/11/2013
1594746370,WILLIAM SHAKESPEARE&#39;S STAR WARS,7/21/2013,9/22/2013
312567464,GODDESS OF VENGEANCE,10/2/2011,10/9/2011
670023345,REVELATIONS,3/25/2012,4/10/2016
385341059,SEDUCING AN ANGEL,6/7/2009,6/14/2009
1594488010,THE PSYCHOPATH TEST,6/5/2011,4/10/2016
761177450,HISTORY DECODED,11/10/2013,4/10/2016
045123801X,RAPTURE,10/14/2012,Not Found
670026115,MISS JULIA&#39;S MARVELOUS MAKEOVER,4/27/2014,Not Found
385353308,STATION ELEVEN,10/12/2014,2/15/2015
316185396,THE OUTPOST,12/2/2012,4/10/2016
1414334060,FIRST THINGS FIRST,7/26/2009,Not Found
307377334,INCOGNITO,6/19/2011,4/10/2016
1250028655,Z,4/14/2013,5/12/2013
307264785,TRAFFIC,8/17/2008,4/10/2016
345539478,UNSEEN,7/21/2013,Not Found
1451659164,THE OREGON TRAIL,7/19/2015,4/10/2016
034551548X,ICE COLD,7/18/2010,8/8/2010
399156046,THE LAW OF NINES,9/6/2009,9/13/2009
1455502774,ARGUABLY,9/25/2011,4/10/2016
1414333072,SON OF HAMAS,3/21/2010,4/10/2016
805079882,THE WRECKING CREW,8/24/2008,4/10/2016
1476731497,FIVE DAYS IN NOVEMBER,12/8/2013,4/10/2016
525950699,MOTHER WARRIORS,10/19/2008,Not Found
399156917,SANTA FE EDGE,10/10/2010,10/17/2010
786963646,THE LAST THRESHOLD,3/24/2013,3/31/2013
312380348,IRON HOUSE,7/31/2011,8/7/2011
618620117,HOW WE DECIDE,3/1/2009,4/10/2016
1416533168,THE LOST QUILTER,4/19/2009,Not Found
375409289,A GATE AT THE STAIRS,9/20/2009,10/11/2009
081299289X,CHINA DOLLS,6/22/2014,7/13/2014
1476769893,OUR KIDS,3/29/2015,4/10/2016
1591843634,ALL THE DEVILS ARE HERE,12/5/2010,4/10/2016
1416544208,EATING THE DINOSAUR,11/8/2009,4/10/2016
1455515035,TOTAL FRAT MOVE,2/3/2013,Not Found
1250040493,ONE WAY OUT,3/9/2014,4/10/2016
345543165,THE SCAM,10/4/2015,10/11/2015
345521080,THE EIGHTY-DOLLAR CHAMPION,9/11/2011,4/10/2016
1401324568,LISTENING IN,10/14/2012,4/10/2016
1451673280,REBEL YELL,10/19/2014,4/10/2016
1935071874,THE MANCHURIAN PRESIDENT,6/6/2010,4/10/2016
307700321,EARLY WARNING,5/17/2015,5/24/2015
1400069831,REVENGE OF GEOGRAPHY,9/30/2012,4/10/2016
446504122,NURTURESHOCK,9/20/2009,4/10/2016
1400064996,A. LINCOLN,2/8/2009,4/10/2016
374128952,CONVERSATIONS WITH MYSELF,10/31/2010,Not Found
1250029945,DRAGONBANE,8/23/2015,Not Found
307718921,THE ROGUE,10/9/2011,4/10/2016
1501119109,THE ONLY PIRATE AT THE PARTY,1/31/2016,Not Found
375505105,ANNIE LEIBOVITZ AT WORK,12/7/2008,4/10/2016
1400069742,THOSE ANGRY DAYS,4/14/2013,Not Found
1250033799,DEAL,5/24/2015,Not Found
62136151,A FATHER FIRST,9/23/2012,4/10/2016
399158952,DREAM EYES,1/27/2013,Not Found
1594204098,PLUTOCRATS,11/4/2012,4/10/2016
399159096,THE MYSTERY WOMAN,5/12/2013,Not Found
1599951959,BONEMAN&#39;S DAUGHTERS,5/3/2009,5/10/2009
307338770,THE BILLIONAIRE&#39;S VINEGAR,6/8/2008,4/10/2016
544115899,THE FALL OF ARTHUR,6/9/2013,Not Found
62135252,THE KILL SWITCH,6/1/2014,6/8/2014
399157352,COLD WIND,4/10/2011,4/17/2011
147673190X,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE,10/12/2014,4/10/2016
61778141,UNFINISHED BUSINESS,5/31/2009,4/10/2016
1250004470,THE REAL CRASH,6/10/2012,Not Found
1451613946,NO REGRETS,11/20/2011,Not Found
1594631573,THE VACATIONERS,6/15/2014,8/10/2014
1594202028,THE UNFORGIVING MINUTE,3/29/2009,4/10/2016
312359322,THE LAST CHILD,5/31/2009,6/14/2009
316231436,FACTORY MAN,8/3/2014,4/10/2016
1439192952,THE ATHENA PROJECT,12/12/2010,Not Found
385350880,REIGN OF ERROR,10/6/2013,4/10/2016
307269183,THE CASE FOR GOD,10/11/2009,4/10/2016
805091343,THE WIZARD OF LIES,5/15/2011,Not Found
1594202273,COMMAND AND CONTROL,10/6/2013,4/10/2016
307459683,IN FED WE TRUST,8/23/2009,4/10/2016
61230901,GUARDIAN OF LIES,8/2/2009,8/16/2009
62002767,CAPITAL DAMES,5/3/2015,4/10/2016
312611617,CLOSE YOUR EYES,8/5/2012,Not Found
374228442,OVERWHELMED,3/30/2014,4/10/2016
039915972X,THE NIGHT RANGER,3/3/2013,Not Found
385521707,MY PROMISED LAND,12/8/2013,4/10/2016
1594201994,THE BIG RICH,2/15/2009,4/10/2016
385526350,TELL-ALL,5/23/2010,6/6/2010
812994523,JUST MERCY,11/9/2014,Not Found
446564745,MICHAEL JACKSON,8/9/2009,4/10/2016
670021202,TRAVELING WITH POMEGRANATES,9/27/2009,4/10/2016
1400043581,ONE MINUTE TO MIDNIGHT,7/13/2008,Not Found
547225474,WHEN THE GAME WAS OURS,11/22/2009,4/10/2016
62270486,SPIDER WOMAN&#39;S DAUGHTER,10/20/2013,Not Found
1592405509,THE LOST DOGS,10/10/2010,4/10/2016
1591843820,IDEA MAN,5/8/2011,Not Found
375504877,COLONEL ROOSEVELT,12/12/2010,4/10/2016
307955575,MANHUNT,5/20/2012,4/10/2016
312368089,DARK SUMMER,11/9/2008,11/16/2008
1476732329,THESE FEW PRECIOUS DAYS,8/25/2013,4/10/2016
055380670X,NEPTUNE&#39;S INFERNO,2/13/2011,4/10/2016
470474238,AND THEN THE ROOF CAVED IN,7/12/2009,4/10/2016
425248305,I HATE EVERYONE...STARTING WITH ME,6/24/2012,4/10/2016
1401324797,DAMN FEW,3/10/2013,4/10/2016
385352859,THE NARROW ROAD TO THE DEEP NORTH,11/2/2014,11/30/2014
62136585,THE SUPREME MACARONI COMPANY,12/15/2013,12/22/2013
307405850,NO ANGEL,3/1/2009,4/10/2016
399161570,ROBERT B. PARKER&#39;S WONDERLAND,5/26/2013,6/2/2013
547273428,THE LEGEND OF SIGURD AND GUDRUN,5/24/2009,5/31/2009
61732370,THE DRESSMAKER OF KHAIR KHANA,4/10/2011,4/10/2016
778325504,THE WHOLE TRUTH,6/8/2008,6/15/2008
307592235,MY LUCKY LIFE IN AND OUT OF SHOW BUSINESS,5/22/2011,4/10/2016
1416537325,NO CHOICE BUT SEDUCTION,7/6/2008,7/13/2008
034546933X,EXECUTION DOCK,4/12/2009,Not Found
1476745005,MOVING TARGET,3/9/2014,3/16/2014
1451628587,LEFT FOR DEAD,2/26/2012,3/4/2012
307594084,GETTYSBURG,6/2/2013,4/10/2016
765321556,MIDST TOIL AND TRIBULATION,10/7/2012,Not Found
62311239,"CLINTON, INC.",8/10/2014,4/10/2016
052595399X,NO FORTUNATE SON,1/18/2015,Not Found
618968415,THE BIG BURN,11/8/2009,4/10/2016
525426582,ONE PLUS ONE,7/20/2014,8/3/2014
1501112317,"IN A DARK, DARK WOOD",8/30/2015,9/6/2015
1439170312,GYPPED,4/22/2012,Not Found
1400069629,DELICIOUS!,5/25/2014,6/8/2014
1439130728,NO LIMITS,12/28/2008,4/10/2016
307719308,UNTIED,3/20/2011,4/10/2016
385534442,PLAY LIKE YOU MEAN IT,5/22/2011,Not Found
385532725,ESCAPE,7/24/2011,Not Found
399174672,FOREIGN AFFAIRS,11/1/2015,11/8/2015
670020486,THE PIANO TEACHER,2/1/2009,2/15/2009
307718964,FIVE DAYS AT MEMORIAL,9/29/2013,4/10/2016
1451638698,SHADOW OF FREEDOM,3/24/2013,Not Found
670025941,COLLISION 2012,8/25/2013,4/10/2016
765315033,BY HERESIES DISTRESSED,7/26/2009,Not Found
765317699,THE KRAKEN PROJECT,6/1/2014,Not Found
1416533184,THE ALOHA QUILT,4/25/2010,Not Found
052595032X,THE WAY I AM,11/9/2008,4/10/2016
553805541,THE GOD OF THE HIVE,5/16/2010,Not Found
1451691548,PARIS: A LOVE STORY,9/2/2012,4/10/2016
399169458,ROBERT B. PARKER&#39;S BLIND SPOT,9/28/2014,10/12/2014
006123088X,SHADOW OF POWER,6/15/2008,6/29/2008
61731161,JUDGMENT CALL,8/12/2012,8/19/2012
1416534075,ROME 1960,7/20/2008,4/10/2016
62238469,SISTERS IN LAW,9/20/2015,Not Found
1451654421,THE SMARTEST KIDS IN THE WORLD,9/15/2013,4/10/2016
1439107955,THE EMPEROR OF ALL MALADIES,12/5/2010,4/10/2016
61969788,THE BOND,4/24/2011,Not Found
61928127,BEAUTIFUL RUINS,7/15/2012,8/19/2012
1401323715,"WHERE MERCY IS SHOWN, MERCY IS GIVEN",4/4/2010,4/10/2016
1416541527,NIGHT OF THE GUN,8/31/2008,4/10/2016
767926277,BASKETBALL JONES,2/15/2009,3/1/2009
031607991X,THE BLINDING KNIFE,9/30/2012,10/7/2012
812993926,OUT OF ORDER,3/24/2013,Not Found
1439190135,RIN TIN TIN,10/16/2011,4/10/2016
758225644,WITHOUT MERCY,4/18/2010,Not Found
399166300,CELL,2/23/2014,Not Found
312567251,THOSE IN PERIL,5/29/2011,6/12/2011
61706558,I&#39;D KNOW YOU ANYWHERE,9/5/2010,9/19/2010
804137897,YOU HERD ME!,12/8/2013,4/10/2016
451492935,GRATITUDE,12/13/2015,4/10/2016
679439072,FINISHING THE HAT,11/14/2010,4/10/2016
62279386,WARRIORS,4/20/2014,5/4/2014
1592401422,THE MURDER ROOM,8/29/2010,4/10/2016
743266242,THE HOUSE AT SUGAR BEACH,9/21/2008,4/10/2016
446509337,SOUL SURVIVOR,6/28/2009,Not Found
553807226,THE PEACH KEEPER,4/10/2011,Not Found
62240595,HERE COME THE BLACK HELICOPTERS!,10/28/2012,4/10/2016
1451693591,THE MARRIAGE OF OPPOSITES,8/23/2015,9/13/2015
1101875283,ON MY OWN,2/21/2016,Not Found
385352034,THIRTEEN DAYS IN SEPTEMBER,10/5/2014,Not Found
1400066409,SUPER SAD TRUE LOVE STORY,8/15/2010,8/29/2010
310318963,I JUST WANT YOU TO KNOW,5/2/2010,Not Found
670020419,THE WOMEN,3/1/2009,3/15/2009
1250020042,LIVE TO SEE TOMORROW,5/18/2014,Not Found
1501110721,CLAWBACK,3/27/2016,4/3/2016
312546343,THIS BOOK IS FULL OF SPIDERS,10/21/2012,Not Found
61926515,SUPREME JUSTICE,6/6/2010,Not Found
345522028,SONGS OF WILLOW FROST,9/29/2013,Not Found
1250000971,THE SINS OF THE FATHER,5/27/2012,6/17/2012
62202618,"LOVE, LOSS, AND WHAT WE ATE",3/27/2016,4/10/2016
345549198,THE FATEFUL LIGHTNING,6/21/2015,7/5/2015
1250010020,THE LAST LOVE SONG,9/13/2015,Not Found
316376116,WINTER STREET,11/2/2014,11/16/2014
804139024,THE MARTIAN,3/2/2014,3/23/2014
385534817,THE LIGHT IN THE RUINS,7/28/2013,8/18/2013
441015891,FROM DEAD TO WORSE,6/8/2008,3/1/2009
62323199,TAKING THE LEAD,8/24/2014,4/10/2016
465018807,THE HOUSING BOOM AND BUST,6/14/2009,4/10/2016
670021644,ANTICANCER,1/24/2010,4/10/2016
307719693,THE SECRETS OF THE FBI,8/21/2011,4/10/2016
805087745,IN THE NAME OF HONOR,7/18/2010,Not Found
039915681X,CROSSFIRE,9/5/2010,9/12/2010
1594486638,HUNGER MAKES ME A MODERN GIRL,11/15/2015,4/10/2016
61160873,INVINCIBLE,6/8/2008,6/15/2008
006213115X,WHAT THE (BLEEP) JUST HAPPENED?,7/8/2012,4/10/2016
399165894,THE DEATH TRADE,1/19/2014,Not Found
765317583,ONE SECOND AFTER,4/19/2009,5/10/2009
61691399,THE LONG SNAPPER,9/6/2009,Not Found
1620408937,THE MIME ORDER,2/15/2015,Not Found
1400066247,EMPIRES OF THE SEA,8/10/2008,Not Found
1401323235,MAKING ROUNDS WITH OSCAR,2/21/2010,4/10/2016
385524072,RULES OF VENGEANCE,8/23/2009,8/30/2009
1476704643,LEAVING BERLIN,3/22/2015,4/19/2015
525952780,SOLDIER DOGS,4/15/2012,4/10/2016
312547749,"THE WALKING DEAD, RISE OF THE GOVERNOR",11/4/2012,Not Found
345497929,NO LESS THAN VICTORY,11/22/2009,11/29/2009
61969672,1356,1/27/2013,2/3/2013
1594488398,THE INTERESTINGS,4/28/2013,5/26/2013
052595239X,DOWN THE DARKEST ROAD,1/15/2012,1/22/2012
052595452X,NO HERO,11/30/2014,4/10/2016
1250083311,LEONARD,3/6/2016,4/10/2016
159420537X,IT&#39;S WHAT I DO,3/1/2015,4/10/2016
385538898,THE GUEST ROOM,1/24/2016,2/14/2016
399165150,GARDEN OF LIES,5/10/2015,5/17/2015
1451694148,THE FIFTH GOSPEL,3/22/2015,5/10/2015
385533039,DOOMED,10/27/2013,Not Found
61702560,HANGMAN,8/22/2010,8/29/2010
670026263,PARTY IS OVER,9/23/2012,4/10/2016
62343262,BLOOD INFERNAL,3/1/2015,Not Found
151014892,ANIMALS MAKE US HUMAN,1/25/2009,4/10/2016
312547730,"THE WALKING DEAD, RISE OF THE GOVERNOR",10/30/2011,Not Found
143917282X,FOUNDERS,10/14/2012,Not Found
1594202710,ON CHINA,6/5/2011,4/10/2016
765312948,PAUL OF DUNE,10/5/2008,10/19/2008
1439154775,AMERICA FOR SALE,11/1/2009,Not Found
345523539,WITCH WRAITH,8/4/2013,Not Found
553418777,THE LITTLE PARIS BOOKSHOP,7/19/2015,9/13/2015
307719219,WHY NATIONS FAIL,4/8/2012,4/10/2016
385523882,BUYOLOGY,11/16/2008,Not Found
812998685,SLADE HOUSE,11/15/2015,Not Found
62045032,BLOOM,4/22/2012,Not Found
399158413,NEW NEW RULES,12/4/2011,4/10/2016
1414336241,THE AUSCHWITZ ESCAPE,4/6/2014,4/27/2014
1451647050,FIFTEEN MINUTES,11/17/2013,Not Found
307263991,SWAMPLANDIA!,2/27/2011,3/13/2011
786952334,THE GHOST KING,10/25/2009,11/8/2009
087113988X,THE BEST GAME EVER,6/29/2008,Not Found
145162445X,A UNIVERSE FROM NOTHING,1/29/2012,4/10/2016
312368127,BLOOD GAME,11/8/2009,11/15/2009
1455547220,"GOOD TALK, DAD",6/8/2014,4/10/2016
62225790,AN APPETITE FOR WONDER,10/13/2013,Not Found
446580821,THE SECRET LIFE OF MARILYN MONROE,9/13/2009,4/10/2016
670026093,YOU MUST REMEMBER THIS,3/30/2014,4/10/2016
1416580557,A LITTLE BIT WICKED,5/3/2009,4/10/2016
1592407552,SHOWTIME,3/23/2014,4/10/2016
62270516,ROCK WITH WINGS,5/24/2015,6/7/2015
393244075,GATEWAY TO FREEDOM,2/8/2015,4/10/2016
758234910,DEVIL&#39;S FOOD CAKE MURDER,3/13/2011,Not Found
1400065453,THE THOUSAND AUTUMNS OF JACOB DE ZOET,7/18/2010,8/15/2010
1451673213,SILVER SCREEN FIEND,1/25/2015,Not Found
393071014,THE RETURN OF DEPRESSION ECONOMICS AND THE CRISIS OF 2008,12/21/2008,4/10/2016
670020346,ANTICANCER,9/28/2008,Not Found
374280304,FRANK,4/5/2015,4/10/2016
399155716,BRIMSTONE,5/24/2009,5/31/2009
067002581X,THE BOYS IN THE BOAT,6/23/2013,4/10/2016
1596985879,MELTDOWN,3/1/2009,4/10/2016
812993861,SHOPAHOLIC TO THE STARS,11/9/2014,Not Found
042527733X,DARK GHOST,9/20/2015,Not Found
758234899,APPLE TURNOVER MURDER,3/14/2010,3/21/2010
1594488878,"JULIET, NAKED",10/18/2009,10/25/2009
525954848,THERE WAS A LITTLE GIRL,12/7/2014,4/10/2016
1451656033,TEN YEARS LATER,2/3/2013,4/10/2016
316037702,GHOST IN THE WIRES,9/4/2011,4/10/2016
345511328,THE OLD REPUBLIC: FATAL ALLIANCE,8/8/2010,8/15/2010
316227706,UNDERWATER DOGS,11/25/2012,4/10/2016
399158588,SHOTS FIRED,8/3/2014,Not Found
399169466,ROBERT B. PARKER&#39;S THE DEVIL WINS,9/27/2015,Not Found
399157859,LIONHEART,10/23/2011,Not Found
553391151,MR. MIRACLE,10/26/2014,11/16/2014
61239240,QUEEN OF THE NIGHT,8/15/2010,Not Found
1501110993,DEATH WEARS A BEAUTY MASK AND OTHER STORIES,5/17/2015,5/31/2015
1594488584,THE LONG FALL,4/12/2009,4/19/2009
1476765111,CRASH AND BURN,11/17/2013,Not Found
544323521,DEEP SOUTH,10/18/2015,4/10/2016
150111235X,I FEEL LIKE GOING ON,11/8/2015,Not Found
61990612,NO MARK UPON HER,2/26/2012,Not Found
307962334,RULES FOR A KNIGHT,12/6/2015,12/13/2015
62320408,PRESIDENT ME,6/1/2014,Not Found
1455501352,MO&#39; META BLUES,7/7/2013,4/10/2016
147674923X,WINDIGO ISLAND,9/7/2014,Not Found
393064476,THE SWERVE,10/9/2011,4/10/2016
525954600,SUSPICION,6/15/2014,Not Found
525954422,MIRACLES,11/16/2014,4/10/2016
312588895,MY LIFE OUTSIDE THE RING,11/15/2009,Not Found
451463528,THE HIGH KING OF MONTIVAL,9/26/2010,Not Found
1451645678,TRICKSTER&#39;S POINT,9/9/2012,Not Found
385533926,SEX ON THE MOON,7/31/2011,4/10/2016
425263150,MIDNIGHT CROSSROAD,5/25/2014,Not Found
159474713X,WILLIAM SHAKESPEARE&#39;S THE JEDI DOTH RETURN,7/20/2014,Not Found
1439140219,TATIANA,12/1/2013,Not Found
62133438,FROZEN IN TIME,5/12/2013,4/10/2016
1595230769,SECRET KNOWLEDGE,6/19/2011,4/10/2016
446564478,THE BOURNE IMPERATIVE,6/24/2012,7/8/2012
525950923,A PLAGUE OF SECRETS,7/19/2009,7/26/2009
147671777X,INSIDE THE O&#39;BRIENS,4/26/2015,5/10/2015
62271601,TO DWELL IN DARKNESS,10/12/2014,Not Found
547840055,THE PRIZE,9/27/2015,Not Found
1400063973,THE 19TH WIFE,8/31/2008,9/7/2008
1439150001,THE CHRISTMAS LIST,10/25/2009,Not Found
316185906,THE LIFEBOAT,4/29/2012,5/20/2012
307595854,THE REDEEMER,6/9/2013,6/16/2013
61727660,THE MAPPING OF LOVE AND DEATH,4/11/2010,Not Found
61995037,THE UPSIDE OF IRRATIONALITY,6/20/2010,Not Found
1451645600,A HOUSE IN THE SKY,9/29/2013,4/10/2016
1451645163,MANSON,8/25/2013,4/10/2016
425271447,DARK BLOOD,9/21/2014,Not Found
312385188,PRAYERS FOR SALE,5/3/2009,Not Found
1250027705,BETRAYED,12/14/2014,Not Found
145161036X,"GOD, NO!",9/4/2011,4/10/2016
553804332,SAY GOODBYE,8/3/2008,8/17/2008
1401322905,FREE,7/26/2009,Not Found
684872986,GRAND PURSUIT,10/2/2011,Not Found
312593309,THE HOUSE I LOVED,3/4/2012,3/18/2012
1400067014,THE STRONGEST TRIBE,9/7/2008,4/10/2016
1401323847,IS IT JUST ME?,10/24/2010,4/10/2016
1594201455,IN DEFENSE OF FOOD,6/8/2008,4/10/2016
1594747156,WILLIAM SHAKESPEARE&#39;S THE EMPIRE STRIKETH BACK,4/6/2014,5/18/2014
375424040,THE DRUNKARD&#39;S WALK,6/29/2008,4/10/2016
345506189,ORDER 66,10/5/2008,10/12/2008
1476763798,WHY THE RIGHT WENT WRONG,2/7/2016,4/10/2016
1400068312,SISTERLAND,7/14/2013,7/28/2013
1416591478,STORM FROM THE SHADOWS,3/22/2009,3/29/2009
525953876,DEATH ANGEL,8/18/2013,Not Found
1401323022,SOMEWHERE IN HEAVEN,7/27/2008,Not Found
1414318634,HER MOTHER&#39;S HOPE,4/4/2010,4/11/2010
1451674775,I&#39;LL SEE YOU AGAIN,5/12/2013,4/10/2016
316051640,THE DISAPPEARING SPOON,8/8/2010,4/10/2016
052595242X,THE WEDDING QUILT,11/20/2011,Not Found
679644059,AIMLESS LOVE,11/10/2013,12/1/2013
61650757,THE GREEN-COLLAR ECONOMY,10/26/2008,Not Found
525427996,BEAUTY&#39;S KINGDOM,5/10/2015,Not Found
1414368186,BRIDGE TO HAVEN,5/11/2014,5/18/2014
307596907,THE WOMAN UPSTAIRS,5/19/2013,6/2/2013
758210221,CREAM PUFF MURDER,3/15/2009,3/22/2009
385354045,THE SECRET HISTORY OF WONDER WOMAN,11/16/2014,4/10/2016
393088693,THE PRICE OF INEQUALITY,7/1/2012,4/10/2016
1591842735,STREET FIGHTERS,5/31/2009,4/10/2016
547746725,DRIVING MR. YOGI,4/22/2012,4/10/2016
312323573,THE ASSASSIN,8/24/2008,9/14/2008
802120075,FULL SERVICE,3/11/2012,4/10/2016
778314936,THE APPLE ORCHARD,5/19/2013,Not Found
62429051,PRETTY GIRLS,10/18/2015,10/25/2015
345546830,KENOBI,9/15/2013,Not Found
1414334095,HER DAUGHTER&#39;S DREAM,10/3/2010,10/10/2010
805077928,THE LAST CAMPAIGN,6/22/2008,4/10/2016
62089234,RIGHTFUL HERITAGE,4/3/2016,Not Found
385536615,SYSTEM,10/6/2013,4/10/2016
525951768,DAMAGE,1/23/2011,2/6/2011
786865652,HOME,6/8/2008,Not Found
1416544623,PRACTICE TO DECEIVE,10/27/2013,Not Found
812993683,DOGFIGHT,12/23/2012,Not Found
399158685,INSANE CITY,2/17/2013,3/3/2013
373773781,HEARTLESS,6/14/2009,6/21/2009
1476753652,THE INDUSTRIES OF THE FUTURE,3/6/2016,4/10/2016
1594487138,SO YOU&#39;VE BEEN PUBLICLY SHAMED,4/19/2015,4/10/2016
345521226,BREAKING THE RULES,4/10/2011,Not Found
62065246,THE ROUND HOUSE,10/21/2012,2/24/2013
1451628684,DEADLY STAKES,2/24/2013,Not Found
312354630,BEING ELIZABETH,9/7/2008,9/14/2008
1594201919,TRIED BY WAR,10/26/2008,4/10/2016
756406609,BLACKVEIL,2/20/2011,Not Found
670025771,THE SECRET CHORD,10/25/2015,11/1/2015
812993144,TAPESTRY OF FORTUNES,4/28/2013,Not Found
345500679,THE FIRE,11/2/2008,Not Found
307957934,THE FEAR INDEX,2/19/2012,2/26/2012
1594205221,HOW NOT TO BE WRONG,6/22/2014,4/10/2016
446527890,BURNT MOUNTAIN,8/7/2011,Not Found
345545966,ASHLEY BELL,12/27/2015,1/31/2016
345521277,BORN TO DARKNESS,4/8/2012,Not Found
045146415X,THE TEARS OF THE SUN,9/25/2011,Not Found
399165959,LIVE RIGHT AND FIND HAPPINESS (ALTHOUGH BEER IS MUCH FASTER),3/22/2015,4/10/2016
1101947411,A FEW OF THE GIRLS,3/20/2016,4/10/2016
1250014549,RELENTLESS STRIKE,9/20/2015,4/10/2016
031261456X,BURN,8/22/2010,Not Found
1594205345,DETROIT,3/3/2013,4/10/2016
385535937,WHERE NOBODY KNOWS YOUR NAME,3/16/2014,4/10/2016
307957233,VAMPIRES IN THE LEMON GROVE,3/3/2013,3/17/2013
1439187002,UNORTHODOX,3/4/2012,4/10/2016
034552554X,THE LANGUAGE OF FLOWERS,9/11/2011,10/9/2011
1451628501,DANCING WITH MYSELF,10/26/2014,Not Found
1476725160,IMPOSSIBLE ODDS,6/2/2013,Not Found
1451646968,KRIS JENNER...AND ALL THINGS KARDASHIAN,11/20/2011,4/10/2016
375425144,THE LOST ART OF GRATITUDE,10/11/2009,Not Found
425258742,HAVEN,8/19/2012,Not Found
62067753,THE LONG EARTH,7/8/2012,Not Found
307959945,THE DOG STARS,8/26/2012,9/16/2012
61974323,INTO THE WOODS,10/28/2012,Not Found
62114867,FOCUS,10/27/2013,Not Found
670022705,A HISTORY OF THE WORLD IN 100 OBJECTS,11/27/2011,4/10/2016
1401324827,DRIVING HEAT,10/4/2015,Not Found
046502811X,THEORETICAL MINIMUM,2/24/2013,Not Found
1455517151,SOLITUDE CREEK,5/31/2015,Not Found
