ISBN,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date,on_NYT,publisher_id,publishplace_id,dewey_id,publisher_freq,publish_place_freq,dewey_freq,Author,author_id,author_frequency
1931541744,Simon Publications,,,The Road Back,352,,0,113.8,2002,0,472,0,0,0,0,0,Erich Maria Remarque,1377,0
1593080115,Barnes & Noble Classics,,,Robinson Crusoe (Barnes & Noble Classics Series) (B&N Classics),352,,0,3.597014925,2003,0,1520,0,0,0,0,0,Daniel Defoe,2119,0
3596132517,Fischer,,,"Mr. Cruso, Mrs. Barton und Mr. Foe",,,0,53.4,1998,0,611,0,0,0,0,0,J. M. Coetzee,81,0
2253008486,Grasset,,,Siddhartha,,Paris,3,6.269230769,1978,0,1154,182,0,0,0,0,Hermann Hesse,1692,0
1400033411,Vintage International,813/.54,PS3563.O8749 B4 2004,Beloved,321,New York,19,11.07142857,2004,0,1128,270,345,0,729,667,Toni Morrison,451,3
074326195X,Scribner,,,"Cry, the Beloved Country",320,New York,0,31.04166667,2003,0,505,270,0,31,729,0,Alan Paton,543,0
1929241631,Vision Forum,,,Beloved Bride,156,"San Antonio, TX",0,0,2002,0,1323,146,0,0,0,0,,0,0
1857152220,Everyman's Library,940.54/72/43,D805.P7 L4413 2000,If this is a man,480,London,1.75,1.6875,2000,0,763,188,389,0,0,0,Primo Levi,932,0
069107089X,Princeton University Press,,,The Lives of Animals (The University Center for Human Values Series),134,,0,0.25,2001,0,939,0,0,0,0,0,J. M. Coetzee,81,0
014026566X,Penguin (Non-Classics),,,Boyhood,176,,0,56.4,1998,0,569,0,0,0,0,0,J. M. Coetzee,81,0
158642050X,Steerforth Press,839.8/2372,PT8950.U5 .J413 2002,Jenny,310,"South Royalton, Vt",3,2.666666667,2002,0,306,220,261,0,0,0,Sigrid Undset,562,0
1586420216,Steerforth Press,839.8/2372,PT8950.U5 A6 2001,The unknown Sigrid Undset,406,"South Royalton, Vt",0,140.5,2001,0,306,220,261,0,0,0,Sigrid Undset,562,0
014118020X,Penguin Classics,,,Gunnar's Daughter (Penguin Twentieth-Century Classics),208,,0,0,1998,0,196,0,0,0,0,0,,0,0
1566917662,Avalon Travel Publishing,,,Road Trip USA,889,,35,134.3333333,2006,0,134,0,0,0,0,0,Jamie Jensen,441,0
006441034X,Eos,,,Howl's Moving Castle,336,,0.25,40.25,2001,0,1089,0,0,3,0,0,Diana Wynne Jones,674,0
1421500493,VIZ Media LLC,,,The Art of Howl's Moving Castle,256,,0,167,2005,0,1354,0,0,0,0,0,Hayao Miyazaki,1358,0
1933615095,America's Test Kitchen,,,"The Best of America's Test Kitchen 2007: The Year's Best Recipes, Equipment Reviews, and Tastings (Best of America's Test Kitchen Cookbook: The Year's Best Recipes)",312,,0,201,2006,0,1101,0,0,0,0,0,Editors at America's Test Kitchen,331,0
1598200593,Alfaguara Infantil / Juvenil,,,Charlie y la fábrica de chocolate,200,,0,1.862068966,2005,0,715,0,0,0,0,0,Roald Dahl,1999,0
067003665X,Viking Juvenile,,,Roald Dahl Treasury,444,,0,91.8,2003,0,1626,0,0,0,0,0,Roald Dahl,1999,0
1400078776,Vintage International,,,Never let me go,288,New York,30.5,34.2,2006,0,1128,270,0,0,729,0,Kazuo Ishiguro,512,0
1589880080,Paul Dry Books,184,B395 .B749 2004,The music of the Republic,,Philadelphia,0,0,2004,0,391,178,329,0,0,0,Eva T. H. Brann,268,0
1589880196,Paul Dry Books,110,BD431 .B746 2004,Open secrets/inward prospects,,"Philadelphia, Pa",0,0.5,2004,0,391,73,221,0,0,0,Eva T. H. Brann,268,0
1589880293,Paul Dry Books,,,Rocky Stories,129,,0,0,2006,0,391,0,0,0,0,0,Michael Vitez,2284,0
1932587802,Authentic Media,,,The Da Vinci Code,128,,0,93.66666667,2006,0,1199,0,0,0,0,0,Josh McDowell,415,0
1401903096,Hay House,202/.114,BL215.5 .B76 2004,Mother God,163,"Carlsbad, Calif",0,80.85714286,2004,0,1215,326,165,0,0,0,Sylvia Browne,1730,0
1587172488,Chronicle Books,[Fic],PZ7.M4617 Si 2004,Sir Walter Scott's Ivanhoe,50,San Francisco,25,17.8,2004,0,111,201,236,0,1,4,Marianna Mayer,1959,0
1596980206,"Regnery Publishing, Inc.",,,George Washington and Benedict Arnold,398,,0,167,2006,0,41,0,0,0,0,0,Dave R. Palmer,2270,0
1400032539,Vintage,,,His Excellency,352,,35,13.42857143,2005,0,902,0,0,0,0,0,Joseph J. Ellis,1506,0
155709103X,Applewood Books,,,George Washingtons Rules Of Civility Decent Behaviour In Company And Conversation,,,0,167,1989,0,944,0,0,0,0,0,Joanne Weisman Deitch,1827,0
1573229628,Riverhead Books,616.85,,Prozac nation,368,"New York, N.Y",35,93.83333333,2000,0,1526,269,53,9,4,0,Elizabeth Wurtzel,1328,0
057120211X,Faber and Faber,791.43/72,PN1997 .G517 2000,"Girl, Interrupted",167,London,0,16.9,2000,0,700,188,173,0,0,0,James Mangold,1082,0
055312420X,Bantam Books,,PS3566.L27 B45x 1971,The Bell Jar,216,"New York, USA",9.8,25.5,1971,0,121,367,0,24,51,0,Sylvia Plath,43,0
074325581X,Scribner,813/.54,PS3553.O692 A6 2003,The Scarpetta collection,,New York,0,54.125,2003,0,505,270,345,31,729,667,Patricia Daniels Cornwell,804,8
034548701X,Ballantine Books,813/.54,PS3569.A787 I5 2006,In the dark of the night,324,New York,0,32,2006,0,449,270,345,59,729,667,John Saul,1902,0
3865211399,Steidl,,,Saul Leiter,,Göttingen,0,0,2006,0,1321,194,0,0,0,0,Saul Leiter,1316,0
044018293X,Dell Pub. Co.,,PS3569.A797 S93 1977,Suffer the children,378,New York,0,113.2,1977,0,1184,270,0,0,729,0,John Saul,1902,0
8880932365,Distribooks,,,I Quattro Accordi / The Four Agreements,,,0,0,2002,0,816,0,0,0,0,0,Miguel Ruiz,986,0
080213825X,Grove Press,813/.54,PS3552.U8229 F68 2000,Four blondes,245,New York,38,11.16666667,2001,0,1252,270,345,0,729,667,Candace Bushnell,1386,1
1402718616,Sterling Pub. Co.,613.85,RC567 .C3 2004,The easy way to stop smoking,224,New York,0,16.7,2004,0,1345,270,67,0,729,0,Allen Carr,176,0
1416510877,Pocket Books,813/.01083538,PS648.E7 P53 2006,Playing easy to get,,New York,0,81.42857143,2006,0,1379,270,118,5,729,0,Sherrilyn Kenyon,1460,7
158685772X,Gibbs Smith,333.72,TD171.7 .T73 2006,It's easy being green,168,"Layton, Utah, USA",0,62.44444444,2006,0,1047,328,48,0,0,0,Crissy Trask,622,0
141430935X,Tyndale House Publishers,813/.54,PS3561.I4873 D58 2006,Divine,,"Carol Stream, Ill",20,134,2006,0,309,306,345,3,2,667,Karen Kingsbury,734,5
037581423X,Alfred A. Knopf,[Fic],PZ7.D1515 Wo 2001,The wonderful story of Henry Sugar and six more,,New York,0,80.71428571,2001,0,1344,270,236,35,729,4,Roald Dahl,1999,0
1593074964,Dark Horse,,,The Gremlins,56,,0,167,2006,0,728,0,0,0,0,0,Roald Dahl,1999,0
1577314808,Namaste Pub.,291.4/4,BL624 .T64 2004,The power of now,235,"Vancouver, B.C",0,109.6666667,2004,0,1603,133,264,0,0,0,Eckhart Tolle,108,0
8420430226,Alfaguara,,,Donde viven los monstruos,,,0,0,2008,0,1066,0,0,0,0,0,Maurice Sendak,289,0
1587671565,Cemetery Dance Pubns,,,Wild Things,,,0,85,2006,0,1661,0,0,0,0,0,Douglas Clegg,1671,0
074344017X,Pocket Books,,,Wild Things (Prowlers),320,,0,0,2003,0,1379,0,0,5,0,0,Christopher Golden,14,0
034911188X,Time Warner Books Uk,,,Brief Interviews With Hideous Men,273,,0,0,2001,0,1042,0,0,0,0,0,Foster David Wallace,695,0
1580402518,American Diabetes Association,616.4/620654,RC662 .W315 2006,Diabetes meal planning made easy,301,"Alexandria, VA",0,134.3333333,2006,0,1059,361,186,0,0,0,Hope S. Warshaw,1636,0
174059908X,Lonely Planet Publications,,,Lonely Planet Amsterdam,298,,0,0,2006,0,1050,0,0,0,0,0,Andrew Bender,2227,0
1400016088,Fodor's,,,Fodor's Amsterdam,288,,0,0,2006,0,1041,0,0,0,0,0,Fodor's,799,0
038572179X,Anchor Books,823/.914,PR6063.C4 A88 2002,Atonement,368,"New York, USA",28,42.56,2007,0,140,367,324,0,51,89,Ian McEwan,80,3
2221006682,Editions Robert Laffont,,MLCM 2001/01114 (H),Papillon,516,Paris,0,40.35714286,1969,0,832,182,0,0,0,0,Henri Charrière,589,0
8497935888,,,,Rubias De 5th Avenues (Best Selle),304,,0,0,,0,0,0,0,0,0,0,Plum Sykes,1556,0
097441218X,Limitless Corporation,,,My Sister's Keeper,252,,0,0,2004,0,1555,0,0,0,0,0,Mavis Applewater,1416,0
1890208280,Poisoned Pen Press,,,"My Sister's Keeper (Missing Mystery, 15)",221,,0,0,2000,0,681,0,0,0,0,0,,0,0
1580087949,Ten Speed,650.14,HF5382.7 .B64 2007,The 2007 what color is your parachute?,382,"Berkeley, Calif",0,0,2007,0,655,209,429,0,0,0,Richard Nelson Bolles,661,0
1401911838,Hay House,,,You Can Have What You Want,251,,0,1,2006,0,1215,0,0,0,0,0,Michael Neill,1649,0
1594710643,Ave Maria Press,248.3/2,BV210.3 .N68 2006,With open hands,,"Notre Dame, Ind",0,112.8333333,2006,0,767,45,356,0,0,0,Henri J. M. Nouwen,432,0
1411400429,SparkNotes,,,Hamlet (No Fear Shakespeare) (No Fear Shakespeare),,,7.25,1.107142857,2003,0,384,0,0,0,0,0,William Shakespeare,1811,0
1932219242,The Audio Partners,,,A Midsummer Night's Dream,,,0,167,2005,0,858,0,0,0,0,0,William Shakespeare,1811,0
048627067X,Dover Publications,822.3/3,PR2827 .A1 1992,A midsummer night's dream,66,New York,0,1.692307692,1992,0,1004,270,121,0,729,0,William Shakespeare,1811,0
140007570X,anchor books,,,In the company of cheerful ladies,234,"New York, USA",4,16.8,2006,0,142,367,0,0,51,0,Alexander McCall Smith,1629,9
1400031362,Anchor Books,823/.914,PR6063.C326 M67 2002,Morality for beautiful girls,227,New York,4,15.85714286,2002,0,140,270,324,0,729,89,Alexander McCall Smith,1629,9
014243714X,Penguin Books,,,The tale of genji,1182,New York,1,8.555555556,2003,0,397,270,0,1,729,0,Murasaki Shikibu,85,0
1595820639,Dark Horse,,,The Tale Of Genji,80,,0.5,0.25,2006,0,728,0,0,0,0,0,Yoshitaka Amano,198,0
4770027729,Kodansha International,,,The Tale of Genji,238,,1,8.555555556,2002,0,961,0,0,0,0,0,Murasaki Shikibu,85,0
3485009024,Nymphenburger,,,Ein Gentleman für Mma Ramotswe. Der zweite Fall der 'No. 1 Ladies Detective Agency'.,238,,0,0,2002,0,1568,0,0,0,0,0,Alexander McCall Smith,1629,9
3485009601,Nymphenburger,,,Ein Koch für Mma Ramotswe. Der dritte Fall der 'No. 1 Ladies' Detective Agency.,240,,0,0,2003,0,1568,0,0,0,0,0,Alexander McCall Smith,1629,9
1400034779,Random House,,,The No. 1 Ladies' detective agency,235,"New York, NY",0,49.25,1998,0,803,53,0,32,19,0,Alexander McCall Smith,1629,9
1557130663,Sun & Moon Press,,,"The Belly of Paris (Sun and Moon Classics, No 70)",397,,0,0,1996,0,313,0,0,0,0,0,Émile Zola,2081,0
1857988132,Orion Pub Co,,,Do Androids Dream of Electric Sheep? (Millennium SF Masterworks S),224,,0,0.333333333,2004,0,831,0,0,0,0,0,Philip K. Dick,1851,0
052340641X,Pinnacle Books,,,Doctor Who and the Android Invasion,,,0,0,1980,0,1670,0,0,0,0,0,Terrance Dicks,1182,0
1842122916,Phoenix Press,973.7,E470 .C27 2001,Never call retreat,555,London,35,28.66666667,2001,0,1667,188,286,0,0,0,Bruce Catton,603,0
1842122924,Phoenix,973.7/11,E459 .C35 2001,The coming fury,566,London,35,22.75,2001,0,1162,188,40,0,0,0,Bruce Catton,603,0
1842122932,Phoenix Press,,,Phoenix: Terrible Swift Sword,558,,0,0,2001,0,1667,0,0,0,0,0,Bruce Catton,603,0
2070766039,Gallimard,,,U.S.A. ,1344,,35,83.125,2002,0,721,0,0,0,0,0,John Dos Passos; Reginald Marsh,529,0
1931082391,Library of America,813/.52,PS3507.O743 A6 2003b,"Novels, 1920-1925",879,"New York, N.Y",0,84,2003,0,654,269,69,0,4,0,John Dos Passos,642,0
037576030X,Modern Library,843/.7,PQ2226 .A31 2002,The Count of Monte Cristo,1462,New York,5.5,33.9047619,2002,0,1343,270,368,0,729,0,Alexandre Dumas,2132,0
8487095135,al Quibla Narrativa,,,Historias de Nuestro Barrio,,,0,0,1975,0,960,0,0,0,0,0,,0,0
1594710872,Ave Maria Press,,,The Dance of Life,219,,0,0,2006,0,767,0,0,0,0,0,,0,0
057120175X,Faber and Faber,813.54,,The poisonwood Bible,616,London,0,23.44444444,2000,0,700,188,452,0,0,6,Barbara Kingsolver,1068,2
1590525930,Multnomah Fiction,,,Dominion,624,,0,0,2006,0,1314,0,0,0,0,0,Randy C. Alcorn,2028,0
1585361615,Sleeping Bear Press,975.5,F226.3 .E24 2004,O is for Old Dominion,,"Chelsea, Mich",4,55.66666667,2004,0,947,69,257,0,0,0,Pamela Duncan Edwards,752,0
1569714886,Dark Horse,,,Dominion,224,,0,0,2000,0,728,0,0,0,0,0,Masamune Shirow,660,0
087893720X,Sinauer Associates,333.95/16,QH75 .P752 2006,Essentials of conservation biology,585,"Sunderland, Mass",0,0,2006,0,1257,273,260,0,0,0,Richard B. Primack,2223,0
1559636629,Island Press,,QH91.8.B6 M37 2005,Marine conservation biology,470,Washington,0,0,2005,0,1285,271,0,0,0,0,Elliott A. Norse,880,0
1405122498,Blackwell Pub. Ltd.,,QH75 .K47 2007,Key topics in conservation biology,307,"Malden, MA",0,0,2007,0,1653,176,0,0,0,0,David W. Macdonald,1383,0
006251637X,Harper San Francisco,,R733 .A75 2001,Rainforest home remedies,221,San Francisco,0,24.28571429,2001,0,784,201,0,0,1,0,Rosita Arvigo,1124,0
1887726098,Mythopoeic Press,791.43/75,PN1995.9.L58 T66 2004,Tolkien on film,323,"Altadena, Calif",0,0,2004,0,786,329,39,0,0,0,Janet Brennan Croft,172,0
026110263X,HarperCollins Publishers,,,The Monsters and the Critics,240,London,0,0,1997,0,1449,188,0,5,0,0,J. R. R. Tolkien,937,2
061839110X,Houghton Mifflin,,,The Maps of Tolkien's Middle-Earth,80,,0,167,2003,0,280,0,0,0,0,0,J. R. R. Tolkien,937,2
1587680262,HiddenSpring,820.9/00912,PR6039.O32 Z639 2003,Tolkien and C.S. Lewis,244,"Mahwah, N.J",1,18.66666667,2003,0,1098,122,455,0,0,0,Colin Duriez,1005,0
1402516274,Recorded Books Unabridged,,,The Lord of the Rings Trilogy Gift Set,,,0,56.84615385,2002,0,35,0,0,0,0,0,J. R. R. Tolkien,937,2
1930051158,Lantern Books,241/.693,BS680.A5 H948 2000,God's covenant with animals,107,"New York, NY",0,33.4,2000,0,471,53,84,0,19,0,J. R. Hyland,356,0
1582881588,Quality Paperback Book Club,,,Maisie Dobbs & Birds of a Feather (2 in 1),,,0,167,2004,0,219,0,0,0,0,0,Jacqueline Winspear,687,7
074324754X,Scribner,,,The Glass Castle,288,,23.4,47.83333333,2006,0,505,0,0,31,0,0,Jeannette Walls,1075,2
1416916326,Simon Spotlight Entertainment,,,Same Sex in the City,250,,0,7.125,2006,0,303,0,0,0,0,0,Lauren Levin,113,0
344275500X,"Wilhelm Goldmann Verlag, GmbH",,,Hitler's Willinge Vollstrecker / Hitler's Willing Executioners,728,,0,0,1999,0,671,0,0,0,0,0,Daniel Jonah Goldhagen,270,0
141651631X,Pocket Books,,,Path of the Assasin,,,0,0,2003,0,1379,0,0,5,0,0,Brad Thor,732,7
1560066237,Lucent Books,364.15/2/0922,E176.1 .N45 2000,Presidential assassins,112,"San Diego, CA",0,16.14285714,2000,0,1457,70,396,0,0,0,,0,0
039306123X,W. W. Norton,796.332092,GV939.O44 L49 2007,The blind side,339,New York,35,0.333333333,2007,0,1464,270,399,1,729,0,Michael Lewis,499,0
037576092X,Villard,814/.6,PS3614.O785 Z463 2003,Autobiography of a fat bride,257,New York,0,8.3,2003,0,1598,270,306,0,729,0,Laurie Notaro,148,0
1400064368,Villard Books,814/.6,PS3614.O785 Z469 2005,An idiot girl's Christmas,,New York,0,4.857142857,2005,0,732,270,306,0,729,0,Laurie Notaro,148,0
1400065011,Villard,814/.6,PS3614.O785 T47 2007,There's a (slight) chance I might be going to Hell,,New York,0,0.666666667,2007,0,1598,270,306,0,729,0,Laurie Notaro,148,0
3404149475,Lübbe,,,Anleitung zum Zickigsein.,254,,0,0,2003,0,1570,0,0,0,0,0,Laurie Notaro,148,0
1594972079,Public Square Books,,,"Jimmy Corrigan: El Chico mas Lindo del Mundo (Jimmy Corrigan: The Smartest Kid on Earth, Spanish Edition)",380,,0,0,2006,0,1706,0,0,0,0,0,Chris Ware,2134,0
284055805X,Delcourt,,,Jimmy Corrigan (Prix du meilleur album - Angoulême 2003),380,,0,0,2003,0,868,0,0,0,0,0,Chris Ware,2134,0
1897299028,ACME Novelty Library,,,ACME Novelty Library #17 (Acme Novelty Library),64,,0,0,2006,0,231,0,0,0,0,0,Chris Ware,2134,0
1896597661,Drawn and Quarterly,,PN,The acme novelty datebook,,"Montréal, QC",0,167,2004,0,1597,20,0,0,0,0,Chris Ware,2134,0
022407265X,Jonathan Cape,,,Quimby the Mouse,56,,0,0,2003,0,38,0,0,0,0,0,Chris Ware,2134,0
1400064708,Random House,323.3/4092,KMH110.I23 A3 2006,Iran awakening,,New York,3,1.952380952,2006,0,803,270,327,32,729,0,Shīrīn ʻIbādī,1600,0
1573241172,Conari Press,,,The Book of Awakening,434,,0,42.66666667,2000,0,1088,0,0,0,0,0,Mark Nepo,267,0
1557832455,Applause,,PT2647.E26 F813 1995,Spring's awakening,84,New York,4,57.1,1995,0,1478,270,0,0,729,0,Frank Wedekind,372,0
1573226327,Riverhead Books,,,Awakening at midlife,373,New York,0,36.72727273,1997,0,1526,270,0,9,729,0,Kathleen A. Brehony,595,0
9626343664,Naxos Audiobooks,,,A Portrait of the Artist As a Young Man,,,4.666666667,4.833333333,2005,0,774,0,0,0,0,0,James Joyce,1088,0
1570421129,Warner Adult,,,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,,,0,0,1994,0,1114,0,0,0,0,0,,0,0
006112009X,Harper Perennial Modern Classics,863,PQ8180.17.A73 C513 2006,One hundred years of solitude,417,New York,0,0.5,2006,0,607,270,268,0,729,0,Gabriel Garcia Márquez,778,0
081297106X,Random House,,,Reading Lolita in Tehran,356,New York,1.5,3,2004,0,803,270,0,32,729,0,Azar Nafisi,242,0
185715133X,Everyman's Library,,,Lolita (Everyman's Library Classics),368,,0,27.44827586,1992,0,763,0,0,0,0,0,Vladimir Nabokov,1345,0
1585004286,1stBooks,,,"The Fateful Adventures of the Good Soldier Svejk During the World War, Book One",260,,0,0,2000,0,804,0,0,0,0,0,,0,0
1593082681,Barnes & Noble Classics,,,The Good Soldier,256,,0,0,2005,0,1520,0,0,0,0,0,Ford Maddox Ford,134,0
8445074873,Del Rey,,,Farenheit 451,,,0,0.444444444,2004,0,446,0,0,7,0,0,Ray Bradbury,1917,0
030734813X,Plaza y Janes,,,Jurassic Park,467,,0,78,2006,0,822,0,0,0,0,0,Michael Crichton,1773,2
1400047951,Crown,,PT2621.A26 V4 2003,The metamorphosis,77,New York,0,7.5,2003,0,291,270,0,4,729,0,"Kuper, Peter",1848,0
1400052998,Three Rivers Press,,,The metamorphosis,79,New York,0,7.5,2003,0,1234,270,0,0,729,0,"Kuper, Peter",1848,0
1593080298,Barnes & Noble Books,,,"The metamorphosis, and other stories",272,,0,8.428571429,2003,0,1348,0,0,0,0,0,Franz Kafka,1755,0
9990824495,French & European Pubns,,,Antigone,,,0,0,2006,0,778,0,0,0,0,0,"Anouilh, Jean",831,0
1580493882,"Prestwick House, Inc.",,,Antigone,80,,0,40.42857143,2005,0,97,0,0,0,0,0,Sophocles,1379,0
1402726627,Sterling Pub.,[Fic],PZ7.W867 Gul 2006,Gulliver's travels,,New York,0,51.75,2006,0,873,270,236,0,729,4,Martin Woodside,323,0
039484484X,Random House,[E],PZ8.G326 Fi 1990,The 500 hats of Bartholomew Cubbins,47,New York,0,24.91304348,1990,0,803,270,64,32,729,1,Dr. Seuss,749,0
1930332351,Lectorum Publications,[E],PZ74.3 .S43 2003,Horton escucha a Quién!,,New York,0,21.52941176,2003,0,1422,270,64,0,729,1,Dr. Seuss,749,0
1565847040,New Press,940.54/002/07,D745.2 .G45 2001,Dr. Seuss Goes to War,272,New York,35,5,2001,0,1349,270,439,0,729,0,Dr. Seuss,749,0
1883011191,Library of America,,PS3527.A15 A15 1996,Vladimir Nabokov,,New York,0,28.16666667,1996,0,654,270,0,0,729,0,Vladimir Nabokov,1345,0
1400078431,Vintage International,813/.54,PS3554.I33 Z63 2007,The year of magical thinking,227,New York,35,4.259259259,2007,0,1128,270,345,0,729,667,Joan Didion,548,0
067978327X,Modern Library,813/.3,PS2384 .M6 2000,"Moby Dick, or, The whale",851,New York,12.5,3.46875,2000,0,1343,270,342,0,729,0,Herman Melville,837,0
1844670228,Verso,,,Planet of Slums,256,,0,7.5,2006,0,1152,0,0,0,0,0,Mike Davis,1020,0
1859843824,Verso,,,Late Victorian Holocausts,470,,0,9.444444444,2002,0,1152,0,0,0,0,0,Mike Davis,1020,0
1931859353,Haymarket Books,304.873072 A33n 2006,JV6456 .A38 2006,No one is illegal,333,"Chicago, Ill",18,19.55555556,2006,0,1000,339,113,0,0,0,Justin Akers Chacón,436,0
006440546X,HarperTrophy,,,Betsy and Joe (Betsy-Tacy),282,,0,61.42857143,1995,0,1022,0,0,0,0,0,Maud Hart Lovelace,982,0
1416916172,Aladdin,,,Five Little Peppers and How They Grew (Aladdin Classics),352,,2,52.23076923,2006,0,590,0,0,0,0,0,Margaret Sidney,678,0
044040035X,Yearling,,,Five Little Peppers at School,,,0,41.5,1988,0,1402,0,0,0,0,0,Margaret Sidney,678,0
059033221X,Scholastic Book Services,,,Baby Island,,,0,58.8,1965,0,557,0,0,0,0,0,Carol Ryrie Brink,26,0
1841490326,Orbit,,,Heartfire (The Tales of Alvin Maker),336,,0,0,2001,0,89,0,0,2,0,0,Orson Scott Card,1266,4
076534128X,Doherty Associates,,,Rebekah,404,"New York, NY",0,80.6,2001,0,167,53,0,0,19,0,Orson Scott Card,1266,4
1593974809,Audio Renaissance,,,Shadow of the Hegemon (Ender's Shadow),,,0,167,2006,0,170,0,0,0,0,0,Orson Scott Card,1266,4
1862301387,Red Fox,,,Redwall,416,,0,0,2006,0,833,0,0,0,0,0,Brian Jacques,1594,0
084317420X,Price Stern Sloan,,,Mr. Impossible (Mr. Men and Little Miss),32,,0,0.428571429,1998,0,214,0,0,0,0,0,Roger Hargreaves,1069,0
084312492X,Price Stern Sloan,,,Mr. Jelly and the Pirates,32,,0,167,2007,0,214,0,0,0,0,0,Roger Hargreaves,1069,0
067980126X,Random House Books for Young Readers,,,CHARLIE OINK (Easy Peasy People),,,0,0,1989,0,586,0,0,0,0,0,Roger Hargreaves,1069,0
2010189140,Hachette,,,Madame Je-Sais-Tout,36,,0,0,1997,0,49,0,0,0,0,0,Roger Hargreaves,1069,0
1591127017,Live Oak Media,,,Cloudy With A Chance Of Meatballs (Cloudy and Pickles (Audio W/Paperback)),,,0,167,2004,0,1256,0,0,0,0,0,Judi Barrett,649,0
1595191356,Live Oak Media,818,PN6231.A5,Animales No Se Visten.,,S.l,0,0,1991,0,1256,103,153,0,0,0,,0,0
1883011183,Library of America,,PS3527.A15 A15 1996,Vladimir Nabokov,,New York,0,28.16666667,1996,0,654,270,0,0,729,0,Vladimir Nabokov,1345,0
031235326X,St. Martin's Griffin,,,A Woman of Substance,906,,35,11.33333333,2006,0,189,0,0,1,0,0,Barbara Taylor Bradford,609,3
1401202527,DC Comics,,,Superman,287,,0,167,2005,0,1613,0,0,0,0,0,Mark Waid,1774,0
097216748X,"Bruce & Bruce, Inc.",,,Dark Birthright,448,,0,42.5,2006,0,190,0,0,0,0,0,Jeanne Treat,632,0
1400307848,Tommy Nelson,,,Writings To Young Women From Laura Ingalls Wilder On Wisdom And Virtues,,,0,0,2006,0,1353,0,0,0,0,0,Laura Ingalls Wilder,1484,0
1400307856,Tommy Nelson,,,Writings to Young Women from Laura Ingalls Wilder  Volume Two,,,0,167,2006,0,1353,0,0,0,0,0,Stephen W. Hines,610,0
1400307864,Thomas Nelson,,,Writings to Young Women on Laura Ingalls Wilder - Volume Three,128,,0,167,2006,0,755,0,0,1,0,0,Laura Ingalls Wilder,1484,0
140008279X,Three Rivers Press,,,The Laughing Jesus,263,,0,0,2006,0,1234,0,0,0,0,0,,0,0
006440692X,HarperTrophy,,,Winter on the Farm (My First Little House),32,,0,11.25,1997,0,1022,0,0,0,0,0,Laura Ingalls Wilder,1484,0
006443494X,HarperTrophy,,PZ7.W64612 Lih 1997b,A Little house birthday,32,New York,0,31.71428571,1997,0,1022,270,0,0,729,0,Doris Ettlinger,2218,0
9707705736,Alfaguara,,,El Reino Animal / the Animal Kingdom,224,,0,0.166666667,2006,0,1066,0,0,0,0,0,Sergio Ramirez,2195,0
1581345267,Crossway Books,,,Prophet,416,,0,70.5,2004,0,910,0,0,0,0,0,Frank E. Peretti,2155,0
1857151372,Everyman's Library,,,The Second Sex,848,,0,0,1993,0,763,0,0,0,0,0,Simone de Beauvoir,2033,0
009974421X,Vintage,,,The Second Sex,786,,0,73,1997,0,902,0,0,0,0,0,Simone de Beauvoir,2033,0
1557091846,Applewood Books,,,The Jefferson Bible,103,,1,24.7,2006,0,944,0,0,0,0,0,Thomas Jefferson,351,0
034542705X,Ballantine Books,,,The man who listens to horses,309,New York,46,56.4,1999,0,449,270,0,59,729,0,Monty Roberts,1840,0
042519938X,Berkley,,,Decider,352,,0,32.5,2004,0,1371,0,0,2,0,0,Dick Francis,1045,3
042520846X,Berkley,,,Straight,320,,0,134.6666667,2006,0,1371,0,0,2,0,0,Dick Francis,1045,3
042519745X,Berkley,,,10 lb Penalty,320,,0,13,2004,0,1371,0,0,2,0,0,Dick Francis,1045,3
042519499X,Berkley,,,Field of Thirteen,289,,0,18.5,2004,0,1371,0,0,2,0,0,Dick Francis,1045,3
1592402038,Gotham,,,"Eats, Shoots  &  Leaves",209,,0,20.90909091,2006,0,1110,0,0,0,0,0,Lynne Truss,1157,0
1861979339,Profile Books,,,Talk to the Hand,214,,0,402,2005,0,155,0,0,0,0,0,Lynne Truss,1157,0
1582432902,Counterpoint,813/.6,PR9199.4.T39 S73 2003,Stanley Park,423,New York,0,57.71428571,2003,0,334,270,287,0,729,205,Timothy L. Taylor,731,0
1841492051,Orbit,,,Shadow of the Giant,388,,0,0,2005,0,89,0,0,2,0,0,Orson Scott Card,1266,4
8497643658,Edimat Libros,,,Las aventuras de Sherlock Holmes,192,,0,0,2005,0,1710,0,0,0,0,0,Arthur Conan Doyle,2072,0
055337933X,Bantam Books,813/.54,PS3568.O233 F54 2003,Fierce invalids home from hot climates,445,New York,0,23,2003,0,121,270,345,24,729,667,Tom Robbins,1198,0
1842430351,No Exit Press,,,Jitterbug Perfume,342,,0,14.25,2001,0,729,0,0,0,0,0,Tom Robbins,1198,0
1740597710,Lonely Planet Publications,,,West Africa,904,"Victoria, Australia",0,134,2006,0,1050,308,0,0,0,0,,0,0
2290053651,J'ai lu,,,Starship Titanic,189,,0,0,2001,0,1254,0,0,0,0,0,Douglas Adams,2158,0
2864603497,Didier érudition,,,Margaret Atwood ,,,0,0,1998,0,1625,0,0,0,0,0,Helen Greven,486,0
